point_dir,artifact_role,artifact_path,size_bytes,sha256
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p021_T20_600ppm_fit\formal_open_flow_route_timing.json,570,144ce3b943339b771ec48b188cadf1d33d0f381cce8c0f8bbf48f6753b13c65d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\samples_machine_readable.csv,48054,fec893264ccc18d7615323a85fd57b222202c9f5fdc9526bb255966f56ad4930
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\frame_quality_summary.csv,173,6f235561078a8116237a86d9dd2afd95984f8b8628313eff0e0adee9b826fa2c
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\formal_open_flow_sidecar_metadata.json,1206,1579273c6c889da69c287d2273e00d5868ea33cf840d0e7ae24d37234baec986
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p022_T20_700ppm_fit\formal_open_flow_route_timing.json,570,dfcea8a09ee96bf8e50f1da41943a2efee52473f272b54bdb036e5e09e6751bc
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\samples_machine_readable.csv,48076,e048cb40214e7da7f03c52f86cbf0a6520906683dbb21e169ce9cf868d57eb4b
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\frame_quality_summary.csv,173,17a1a4b5601096b21e7542f8fa024615b0fdadbf1d64a27c164791df82f612fc
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\formal_open_flow_sidecar_metadata.json,1204,4ada61202c31273f0c51732e6e67658b9806bca084b0c1b87289e42a083b9666
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p023_T20_800ppm_fit\formal_open_flow_route_timing.json,570,f82230e1dc236a89b6cb25883d9f735b5e907aed8c6416d377a2a6d68c51f88a
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\samples_machine_readable.csv,48098,f19256cc4973202d6c44645bde34ea02c1106411cbbd82635d50a740103d4fd2
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\frame_quality_summary.csv,173,8aa08ef8660ad9b22bcb9900a9a027735494fb302e2cf155ee6940c496c36a0e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\formal_open_flow_sidecar_metadata.json,1206,14b4b82a396b1d5ebca11e0632b1c6ef0b3f860d6fe37aef1e85daf3ab66b122
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p024_T20_900ppm_fit\formal_open_flow_route_timing.json,570,bdf78e8eeea80266ca99aecd4f06b6c0aefb2418de611414371878e43a679a3d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\samples_machine_readable.csv,48128,9b83ae20a9632494b3676c57639cd0e518a6fb61f10f6feb28ca31dca83af96d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\frame_quality_summary.csv,174,34b287cdc845094c885ecc37e19791aba634a34d8c36b17032e45db84484b105
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\formal_open_flow_sidecar_metadata.json,1206,4acadd4a207fd80e71d4be327dbd35110211f0e3dc23e743e148c0f57c172735
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p025_T20_1000ppm_fit\formal_open_flow_route_timing.json,572,f34f4198285fa7176165af6da19e7246416b2acad15726e132ada27f6bb00cbf
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\samples_machine_readable.csv,47843,b27f81fcc45acc9c2418da96a69a5d14fb63971f146a28656e29dc7f845fdb96
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\frame_quality_summary.csv,171,e93dca7fcdacb8b1949b0c76ed8df0019eeaaea0c2e87834802096caf367e3de
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\formal_open_flow_sidecar_metadata.json,1200,201f08d306e848193c246ed68ce6933479a5999bc444214efb67d21b2c1d2d32
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p026_T10_0ppm_fit\formal_open_flow_route_timing.json,566,dbddf81427802ff61388b6d4cc78628c3eb82e58f1c2b977a8ef85d4b8087558
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\samples_machine_readable.csv,48098,73e50cc8f92951ba2e72ce0bae36c663d3d8496044d5cc5d1d86e0f09a380c3d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\frame_quality_summary.csv,173,3fa8bd4d04793ce4914370f5f97d7cdb7f83adaba2c4abfe32c1eaaa1e0b40f4
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\formal_open_flow_sidecar_metadata.json,1206,ccff6679d80490997200702d23201af9b44a60c5ceea8029ee575a30603f148a
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p027_T10_100ppm_fit\formal_open_flow_route_timing.json,570,2b3a37d281ceccf501963dce849ee9fde78c35d2c0dd3e469805abc22667a713
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\samples_machine_readable.csv,48115,e9cbcfe04e4dd843a665b052469c3b58a7682d61216033551408d1e634b164b5
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\frame_quality_summary.csv,173,5a899716325d500815f8e1c4f61879159c345b8fafbf78b528a5d1d2a02f11ad
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\formal_open_flow_sidecar_metadata.json,1204,a734942e6302be430bd5d3612367cc7724f6fa1471863afcf04e7d3863c14965
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p028_T10_200ppm_fit\formal_open_flow_route_timing.json,570,3704610914daffbfcb3b1351f8102562194c669c72a4d0b644569bcb9677e7b9
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\samples_machine_readable.csv,48114,facccd609006973bcd96085920634bbe04971922756d495737677997d160e50d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\frame_quality_summary.csv,173,cec83b2bfbd0c5ab59194047c42fb31ba4a402bd851ff3ae950a5ddd077b6f4b
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\formal_open_flow_sidecar_metadata.json,1206,4263cf67c8bf65eb940fc8610ce86756818a96aee7e189f151c23ff42e557c74
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p029_T10_300ppm_fit\formal_open_flow_route_timing.json,570,35e085d426b59c590e2232f3a382fe498c39fa14f8a1b330f5557e033d050a61
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,samples,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\samples_machine_readable.csv,48034,46bb348919102c81e399079786d59c7c59ea9d5c519d5f219f5c0615c612dd2d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,frame_qc,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\frame_quality_summary.csv,173,8e6b8739936020eaec5f2de70aac04aa10eadadef414b3ab9b46aa6eba6a8051
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,runtime_config,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\runtime_config_snapshot.json,36105,15b7c23b5725a663a950ff066fcad1f8836972025b79ade75dacddec79e8767e
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,sidecar,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\formal_open_flow_sidecar_metadata.json,1204,80e5471a42e6854a41627572c298524810ae9da8b24c65b261d8c561cb04250d
D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit,route_timing,D:\gas_calibrator\_worktrees\v1_5_fixed_wait_window_gate_1aee26d_clean\_handoff\new_algo_001_init_20260627\formal\co2_open_flow_0620_mature_20260627_r1\co2_r2\p030_T10_400ppm_fit\formal_open_flow_route_timing.json,570,ea0ad47fb65a00e6a35453e03a51bc6d6c552ecddade300c402cc497ce8d3ae6
